ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
4506.0,Tamil Nadu,Chennai,Locality_59,Property_Type,5.0,2816.0,184.24,0.07,2007.0,Semi-furnished,4.0,15.0,18.0,9.0,6.0,Medium,Yes,No,"Clubhouse, Garden, Pool, Playground",West,Broker,Ready_to_Move
4507.0,Uttarakhand,Haridwar,Locality_181,Property_Type,1.0,4222.0,226.59,0.05,1995.0,Semi-furnished,6.0,16.0,30.0,4.0,8.0,Medium,Yes,Yes,"Playground, Gym, Clubhouse",East,Broker,Ready_to_Move
4508.0,Chhattisgarh,Raipur,Locality_316,Property_Type,4.0,4716.0,130.13,0.03,2009.0,Furnished,28.0,24.0,16.0,9.0,10.0,Medium,Yes,No,"Playground, Garden",East,Builder,Under_Construction
4509.0,Rajasthan,Jaipur,Locality_451,Property_Type,1.0,1717.0,258.6,0.15,2008.0,Unfurnished,24.0,13.0,17.0,9.0,10.0,Low,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",East,Owner,Ready_to_Move
4510.0,Chhattisgarh,Raipur,Locality_497,Property_Type,1.0,4156.0,144.05,0.03,2020.0,Furnished,4.0,22.0,5.0,7.0,1.0,Medium,No,Yes,"Clubhouse, Gym, Garden, Playground, Pool",North,Owner,Ready_to_Move
4511.0,Andhra Pradesh,Vijayawada,Locality_16,Property_Type,5.0,665.0,139.77,0.21,1995.0,Furnished,29.0,24.0,30.0,4.0,2.0,Medium,No,Yes,"Clubhouse, Pool",East,Owner,Ready_to_Move
4512.0,Rajasthan,Jaipur,Locality_110,Property_Type,4.0,1265.0,446.91,0.35,2019.0,Unfurnished,1.0,21.0,6.0,4.0,6.0,Low,No,Yes,"Pool, Gym, Playground",East,Broker,Ready_to_Move
4513.0,Assam,Guwahati,Locality_485,Property_Type,5.0,1128.0,420.74,0.37,1994.0,Furnished,25.0,25.0,31.0,4.0,3.0,Low,Yes,Yes,"Gym, Pool, Clubhouse, Playground",North,Owner,Under_Construction
4514.0,Kerala,Kochi,Locality_308,Property_Type,4.0,3388.0,150.85,0.04,2002.0,Semi-furnished,19.0,7.0,23.0,8.0,6.0,Low,Yes,No,Playground,East,Broker,Under_Construction
4515.0,Karnataka,Bangalore,Locality_342,Property_Type,2.0,560.0,486.75,0.87,2003.0,Unfurnished,6.0,9.0,22.0,5.0,7.0,Medium,Yes,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Owner,Under_Construction
4516.0,Andhra Pradesh,Vishakhapatnam,Locality_139,Property_Type,1.0,2519.0,309.13,0.12,1993.0,Furnished,24.0,8.0,32.0,10.0,1.0,Low,Yes,No,Gym,North,Builder,Ready_to_Move
4517.0,Andhra Pradesh,Vijayawada,Locality_218,Property_Type,4.0,2327.0,300.42,0.13,2021.0,Semi-furnished,0.0,16.0,4.0,5.0,9.0,Medium,No,Yes,"Gym, Pool",South,Broker,Ready_to_Move
4518.0,Telangana,Warangal,Locality_21,Property_Type,4.0,1630.0,161.58,0.1,2019.0,Furnished,4.0,5.0,6.0,3.0,10.0,Medium,No,Yes,"Pool, Gym, Clubhouse",South,Builder,Ready_to_Move
4519.0,Haryana,Faridabad,Locality_307,Property_Type,2.0,3205.0,138.92,0.04,2000.0,Unfurnished,26.0,28.0,25.0,7.0,8.0,High,Yes,Yes,"Playground, Gym, Pool",South,Builder,Under_Construction
4520.0,Chhattisgarh,Raipur,Locality_134,Property_Type,2.0,578.0,406.53,0.7,2000.0,Semi-furnished,24.0,12.0,25.0,8.0,2.0,Low,No,No,"Playground, Pool, Clubhouse, Garden, Gym",West,Owner,Ready_to_Move
4521.0,Karnataka,Bangalore,Locality_342,Property_Type,5.0,2590.0,21.53,0.01,2016.0,Semi-furnished,20.0,26.0,9.0,3.0,6.0,Medium,Yes,No,"Clubhouse, Garden, Gym, Pool, Playground",West,Broker,Ready_to_Move
4522.0,Maharashtra,Pune,Locality_447,Property_Type,1.0,3734.0,110.57,0.03,2010.0,Semi-furnished,2.0,24.0,15.0,10.0,3.0,Low,Yes,No,Garden,North,Broker,Ready_to_Move
4523.0,Punjab,Ludhiana,Locality_87,Property_Type,5.0,3959.0,388.34,0.1,1994.0,Furnished,22.0,8.0,31.0,3.0,2.0,Medium,Yes,Yes,"Garden, Clubhouse, Pool",East,Builder,Under_Construction
4524.0,Uttar Pradesh,Noida,Locality_71,Property_Type,3.0,2435.0,496.68,0.2,2009.0,Furnished,15.0,10.0,16.0,3.0,10.0,Low,No,No,"Gym, Pool",North,Builder,Under_Construction
4525.0,Uttarakhand,Haridwar,Locality_496,Property_Type,2.0,3925.0,271.3,0.07,2022.0,Unfurnished,20.0,5.0,3.0,7.0,8.0,Low,No,Yes,"Gym, Pool, Garden, Playground, Clubhouse",North,Builder,Under_Construction
4526.0,Bihar,Gaya,Locality_433,Property_Type,3.0,2461.0,32.73,0.01,2010.0,Furnished,1.0,3.0,15.0,8.0,5.0,High,No,Yes,"Playground, Gym",South,Builder,Ready_to_Move
4527.0,Rajasthan,Jaipur,Locality_281,Property_Type,4.0,519.0,241.25,0.46,2018.0,Furnished,12.0,9.0,7.0,5.0,6.0,High,No,Yes,Pool,West,Owner,Under_Construction
4528.0,Madhya Pradesh,Indore,Locality_250,Property_Type,2.0,4649.0,165.99,0.04,2010.0,Furnished,6.0,21.0,15.0,5.0,3.0,Low,Yes,Yes,"Gym, Playground",East,Owner,Under_Construction
4529.0,Jharkhand,Jamshedpur,Locality_245,Property_Type,4.0,3258.0,254.52,0.08,2020.0,Unfurnished,30.0,29.0,5.0,8.0,4.0,Medium,No,Yes,"Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
4530.0,Chhattisgarh,Raipur,Locality_443,Property_Type,1.0,3228.0,251.69,0.08,2021.0,Unfurnished,12.0,5.0,4.0,10.0,2.0,Low,Yes,No,"Clubhouse, Pool",South,Owner,Under_Construction
4531.0,Uttarakhand,Dehradun,Locality_121,Property_Type,2.0,2454.0,296.66,0.12,2018.0,Semi-furnished,25.0,15.0,7.0,4.0,10.0,High,Yes,No,"Gym, Clubhouse, Pool, Playground",South,Owner,Under_Construction
4532.0,Uttar Pradesh,Noida,Locality_476,Property_Type,5.0,2888.0,214.34,0.07,2013.0,Unfurnished,15.0,22.0,12.0,5.0,8.0,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse, Gym",North,Owner,Ready_to_Move
4533.0,Uttar Pradesh,Noida,Locality_368,Property_Type,1.0,944.0,334.25,0.35,2006.0,Semi-furnished,17.0,30.0,19.0,6.0,4.0,Medium,No,Yes,"Clubhouse, Gym, Pool, Playground",South,Owner,Under_Construction
4534.0,Kerala,Trivandrum,Locality_184,Property_Type,4.0,670.0,231.78,0.35,1995.0,Furnished,20.0,5.0,30.0,7.0,5.0,Low,Yes,No,"Clubhouse, Gym",South,Builder,Under_Construction
4535.0,Bihar,Gaya,Locality_209,Property_Type,5.0,3110.0,34.12,0.01,1990.0,Semi-furnished,30.0,3.0,35.0,7.0,4.0,High,No,Yes,"Pool, Garden, Gym, Clubhouse, Playground",South,Builder,Ready_to_Move
4536.0,Gujarat,Surat,Locality_306,Property_Type,1.0,4465.0,192.7,0.04,2001.0,Furnished,10.0,1.0,24.0,6.0,7.0,Low,No,No,"Pool, Gym",West,Owner,Ready_to_Move
4537.0,Delhi,Dwarka,Locality_446,Property_Type,1.0,1872.0,314.14,0.17,2014.0,Unfurnished,30.0,30.0,11.0,1.0,4.0,Low,Yes,No,"Garden, Clubhouse, Playground, Gym",South,Owner,Under_Construction
4538.0,Gujarat,Surat,Locality_154,Property_Type,5.0,3425.0,96.13,0.03,2013.0,Semi-furnished,18.0,3.0,12.0,8.0,4.0,Low,Yes,Yes,"Gym, Clubhouse, Pool, Playground, Garden",West,Builder,Ready_to_Move
4539.0,Gujarat,Surat,Locality_329,Property_Type,5.0,4809.0,132.47,0.03,2018.0,Semi-furnished,3.0,18.0,7.0,9.0,6.0,Medium,Yes,No,"Garden, Playground, Clubhouse, Pool, Gym",South,Owner,Ready_to_Move
4540.0,Assam,Guwahati,Locality_137,Property_Type,1.0,1762.0,431.98,0.25,1993.0,Semi-furnished,17.0,22.0,32.0,8.0,3.0,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Playground",East,Builder,Under_Construction
4541.0,Tamil Nadu,Coimbatore,Locality_432,Property_Type,3.0,3034.0,488.87,0.16,2020.0,Furnished,29.0,6.0,5.0,4.0,1.0,Low,No,No,"Playground, Gym, Clubhouse, Garden, Pool",South,Builder,Ready_to_Move
4542.0,Andhra Pradesh,Vijayawada,Locality_301,Property_Type,5.0,4803.0,322.16,0.07,2020.0,Semi-furnished,4.0,6.0,5.0,1.0,5.0,Medium,No,Yes,"Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
4543.0,Karnataka,Mysore,Locality_215,Property_Type,4.0,3404.0,79.68,0.02,1999.0,Furnished,23.0,26.0,26.0,1.0,6.0,Low,No,Yes,"Pool, Clubhouse, Garden, Gym",West,Broker,Under_Construction
4544.0,Telangana,Warangal,Locality_68,Property_Type,3.0,862.0,475.05,0.55,2001.0,Unfurnished,9.0,4.0,24.0,3.0,1.0,High,No,Yes,Pool,West,Builder,Ready_to_Move
4545.0,Punjab,Amritsar,Locality_452,Property_Type,5.0,3053.0,261.44,0.09,1997.0,Furnished,17.0,25.0,28.0,9.0,3.0,Low,No,Yes,Garden,North,Broker,Under_Construction
4546.0,Chhattisgarh,Raipur,Locality_39,Property_Type,3.0,2760.0,320.89,0.12,2012.0,Unfurnished,26.0,17.0,13.0,7.0,3.0,High,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",South,Owner,Ready_to_Move
4547.0,Punjab,Ludhiana,Locality_380,Property_Type,2.0,3373.0,207.69,0.06,2019.0,Semi-furnished,6.0,5.0,6.0,2.0,5.0,High,No,No,"Pool, Gym, Clubhouse, Garden, Playground",West,Owner,Ready_to_Move
4548.0,West Bengal,Kolkata,Locality_331,Property_Type,1.0,1709.0,24.96,0.01,2016.0,Unfurnished,25.0,11.0,9.0,3.0,3.0,Medium,No,No,"Garden, Playground, Pool, Gym",East,Owner,Under_Construction
4549.0,Gujarat,Surat,Locality_311,Property_Type,3.0,1906.0,94.12,0.05,2016.0,Furnished,23.0,14.0,9.0,6.0,1.0,Medium,No,Yes,"Gym, Clubhouse, Playground",North,Builder,Under_Construction
4550.0,Jharkhand,Jamshedpur,Locality_9,Property_Type,3.0,4357.0,383.95,0.09,2003.0,Furnished,26.0,26.0,22.0,3.0,3.0,Low,No,No,"Pool, Gym, Garden, Playground, Clubhouse",South,Builder,Ready_to_Move
4551.0,Punjab,Amritsar,Locality_455,Property_Type,2.0,3254.0,87.97,0.03,1997.0,Semi-furnished,4.0,16.0,28.0,5.0,5.0,High,No,No,"Gym, Clubhouse, Playground, Garden",North,Builder,Under_Construction
4552.0,Maharashtra,Mumbai,Locality_444,Property_Type,3.0,1088.0,55.36,0.05,1996.0,Furnished,1.0,11.0,29.0,5.0,1.0,Medium,No,Yes,Garden,North,Builder,Under_Construction
4553.0,Haryana,Gurgaon,Locality_405,Property_Type,4.0,2109.0,254.05,0.12,1995.0,Unfurnished,11.0,13.0,30.0,1.0,6.0,Low,Yes,No,"Gym, Clubhouse, Pool",North,Builder,Ready_to_Move
4554.0,Bihar,Patna,Locality_258,Property_Type,2.0,1740.0,129.26,0.07,1992.0,Semi-furnished,23.0,30.0,33.0,7.0,10.0,High,No,No,Clubhouse,South,Owner,Ready_to_Move
4555.0,West Bengal,Durgapur,Locality_475,Property_Type,3.0,4869.0,165.26,0.03,2011.0,Semi-furnished,1.0,16.0,14.0,3.0,10.0,High,No,No,"Gym, Playground",West,Broker,Ready_to_Move
4556.0,Karnataka,Mangalore,Locality_65,Property_Type,1.0,2735.0,496.01,0.18,1998.0,Furnished,7.0,18.0,27.0,4.0,6.0,High,No,Yes,Playground,North,Broker,Under_Construction
4557.0,West Bengal,Kolkata,Locality_181,Property_Type,1.0,2802.0,492.21,0.18,1993.0,Semi-furnished,11.0,5.0,32.0,3.0,10.0,High,Yes,Yes,"Clubhouse, Playground, Garden",West,Builder,Under_Construction
4558.0,Haryana,Gurgaon,Locality_211,Property_Type,4.0,1103.0,376.25,0.34,2002.0,Semi-furnished,7.0,19.0,23.0,6.0,1.0,Medium,Yes,Yes,"Garden, Gym",North,Builder,Under_Construction
4559.0,Uttarakhand,Dehradun,Locality_478,Property_Type,2.0,3813.0,490.57,0.13,1994.0,Unfurnished,16.0,9.0,31.0,6.0,7.0,Low,No,Yes,"Pool, Garden, Playground, Clubhouse, Gym",West,Builder,Under_Construction
4560.0,Karnataka,Mysore,Locality_141,Property_Type,4.0,618.0,272.63,0.44,2021.0,Unfurnished,4.0,21.0,4.0,9.0,2.0,High,Yes,No,"Gym, Garden",West,Broker,Under_Construction
4561.0,Uttarakhand,Haridwar,Locality_153,Property_Type,2.0,2667.0,376.19,0.14,2004.0,Semi-furnished,29.0,17.0,21.0,9.0,10.0,Low,No,Yes,"Garden, Gym",West,Broker,Under_Construction
4562.0,Kerala,Kochi,Locality_429,Property_Type,1.0,3128.0,324.46,0.1,1999.0,Unfurnished,28.0,10.0,26.0,10.0,1.0,High,No,Yes,"Clubhouse, Garden, Pool, Playground",North,Broker,Under_Construction
4563.0,Odisha,Bhubaneswar,Locality_355,Property_Type,2.0,4651.0,443.87,0.1,2016.0,Furnished,2.0,1.0,9.0,5.0,9.0,High,No,Yes,"Clubhouse, Gym, Garden, Pool",East,Builder,Under_Construction
4564.0,Jharkhand,Jamshedpur,Locality_9,Property_Type,3.0,4059.0,226.33,0.06,1991.0,Furnished,8.0,9.0,34.0,4.0,3.0,High,Yes,No,Playground,North,Builder,Ready_to_Move
4565.0,Chhattisgarh,Bilaspur,Locality_464,Property_Type,4.0,2579.0,169.94,0.07,2000.0,Furnished,25.0,28.0,25.0,7.0,3.0,Medium,Yes,Yes,"Garden, Clubhouse, Pool",East,Builder,Ready_to_Move
4566.0,Madhya Pradesh,Bhopal,Locality_468,Property_Type,3.0,2406.0,80.62,0.03,2021.0,Semi-furnished,17.0,10.0,4.0,9.0,6.0,Low,No,No,"Clubhouse, Playground, Garden, Gym",North,Broker,Ready_to_Move
4567.0,Delhi,Dwarka,Locality_135,Property_Type,2.0,4414.0,275.39,0.06,2002.0,Semi-furnished,18.0,27.0,23.0,10.0,10.0,Medium,Yes,No,"Clubhouse, Garden, Playground, Gym, Pool",North,Owner,Under_Construction
4568.0,Haryana,Gurgaon,Locality_159,Property_Type,1.0,3044.0,19.23,0.01,1994.0,Semi-furnished,1.0,12.0,31.0,8.0,1.0,Medium,Yes,No,"Garden, Clubhouse",West,Broker,Under_Construction
4569.0,Assam,Silchar,Locality_231,Property_Type,3.0,4210.0,148.85,0.04,2020.0,Unfurnished,17.0,30.0,5.0,9.0,5.0,Medium,No,Yes,"Garden, Pool",West,Builder,Under_Construction
4570.0,Rajasthan,Jaipur,Locality_220,Property_Type,3.0,4437.0,466.87,0.11,1995.0,Furnished,12.0,23.0,30.0,8.0,8.0,High,No,Yes,Garden,West,Builder,Under_Construction
4571.0,Gujarat,Surat,Locality_290,Property_Type,1.0,2680.0,243.21,0.09,2017.0,Semi-furnished,12.0,8.0,8.0,8.0,5.0,High,Yes,Yes,"Gym, Playground",East,Builder,Ready_to_Move
4572.0,Assam,Guwahati,Locality_326,Property_Type,2.0,3702.0,440.0,0.12,2010.0,Unfurnished,28.0,15.0,15.0,6.0,2.0,Low,Yes,Yes,Clubhouse,West,Broker,Ready_to_Move
4573.0,Delhi,New Delhi,Locality_495,Property_Type,1.0,4865.0,63.01,0.01,1990.0,Unfurnished,9.0,7.0,35.0,5.0,7.0,Low,No,Yes,"Clubhouse, Garden, Pool, Playground, Gym",North,Builder,Ready_to_Move
4574.0,Assam,Silchar,Locality_210,Property_Type,3.0,4474.0,41.64,0.01,2007.0,Unfurnished,9.0,18.0,18.0,10.0,4.0,Medium,No,No,"Pool, Garden, Playground, Gym, Clubhouse",South,Owner,Ready_to_Move
4575.0,Gujarat,Surat,Locality_49,Property_Type,1.0,2286.0,259.4,0.11,2000.0,Unfurnished,20.0,4.0,25.0,4.0,1.0,Low,No,Yes,"Playground, Clubhouse, Gym",West,Broker,Under_Construction
4576.0,Telangana,Hyderabad,Locality_490,Property_Type,2.0,3799.0,442.28,0.12,1996.0,Furnished,17.0,15.0,29.0,9.0,2.0,Low,No,No,"Playground, Gym, Pool, Garden, Clubhouse",East,Broker,Under_Construction
4577.0,Chhattisgarh,Bilaspur,Locality_310,Property_Type,1.0,4025.0,232.64,0.06,2018.0,Furnished,11.0,25.0,7.0,8.0,8.0,High,No,No,Pool,South,Owner,Under_Construction
4578.0,Chhattisgarh,Bilaspur,Locality_174,Property_Type,5.0,4063.0,163.13,0.04,1994.0,Furnished,22.0,8.0,31.0,5.0,1.0,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",West,Builder,Ready_to_Move
4579.0,Andhra Pradesh,Vishakhapatnam,Locality_244,Property_Type,2.0,1855.0,390.46,0.21,2007.0,Semi-furnished,11.0,30.0,18.0,2.0,1.0,High,No,Yes,Playground,West,Owner,Under_Construction
4580.0,Delhi,Dwarka,Locality_316,Property_Type,5.0,3312.0,130.64,0.04,1990.0,Furnished,22.0,3.0,35.0,2.0,2.0,Medium,No,No,Pool,West,Broker,Ready_to_Move
4581.0,Madhya Pradesh,Indore,Locality_149,Property_Type,1.0,809.0,463.27,0.57,2013.0,Unfurnished,0.0,28.0,12.0,9.0,3.0,Low,Yes,No,Clubhouse,North,Owner,Under_Construction
4582.0,Rajasthan,Jaipur,Locality_10,Property_Type,3.0,954.0,339.55,0.36,1997.0,Unfurnished,5.0,27.0,28.0,9.0,8.0,Medium,No,No,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
4583.0,Uttar Pradesh,Noida,Locality_465,Property_Type,2.0,1941.0,156.39,0.08,2018.0,Unfurnished,16.0,14.0,7.0,1.0,5.0,Medium,Yes,No,"Garden, Gym, Pool",South,Owner,Ready_to_Move
4584.0,Haryana,Faridabad,Locality_500,Property_Type,4.0,1662.0,237.59,0.14,2004.0,Unfurnished,28.0,28.0,21.0,3.0,10.0,Low,No,Yes,Gym,South,Broker,Ready_to_Move
4585.0,Haryana,Gurgaon,Locality_353,Property_Type,5.0,3713.0,297.86,0.08,2005.0,Furnished,23.0,14.0,20.0,5.0,3.0,High,Yes,Yes,"Playground, Clubhouse, Garden",East,Builder,Under_Construction
4586.0,Madhya Pradesh,Indore,Locality_176,Property_Type,4.0,4380.0,403.85,0.09,2005.0,Unfurnished,3.0,26.0,20.0,1.0,4.0,Medium,No,Yes,"Playground, Gym, Garden, Pool",North,Owner,Ready_to_Move
4587.0,Kerala,Kochi,Locality_397,Property_Type,3.0,4534.0,116.61,0.03,2013.0,Unfurnished,27.0,2.0,12.0,7.0,9.0,Low,No,No,Gym,South,Builder,Under_Construction
4588.0,Uttar Pradesh,Lucknow,Locality_309,Property_Type,4.0,2048.0,51.58,0.03,2020.0,Furnished,24.0,11.0,5.0,4.0,5.0,Low,No,No,"Gym, Playground",North,Builder,Under_Construction
4589.0,Uttarakhand,Haridwar,Locality_71,Property_Type,5.0,2024.0,424.37,0.21,2019.0,Unfurnished,3.0,15.0,6.0,1.0,2.0,Medium,No,No,"Garden, Gym, Pool",East,Broker,Ready_to_Move
4590.0,Assam,Guwahati,Locality_151,Property_Type,5.0,1425.0,74.02,0.05,2020.0,Semi-furnished,2.0,2.0,5.0,1.0,9.0,Medium,Yes,No,"Gym, Pool, Garden",West,Broker,Ready_to_Move
4591.0,Odisha,Bhubaneswar,Locality_119,Property_Type,3.0,2795.0,26.85,0.01,2010.0,Furnished,1.0,30.0,15.0,1.0,8.0,Low,Yes,No,Pool,South,Broker,Under_Construction
4592.0,Chhattisgarh,Bilaspur,Locality_392,Property_Type,3.0,2312.0,353.32,0.15,2005.0,Semi-furnished,14.0,4.0,20.0,1.0,10.0,Medium,Yes,Yes,"Pool, Gym, Playground, Clubhouse, Garden",West,Owner,Under_Construction
4593.0,Maharashtra,Nagpur,Locality_11,Property_Type,2.0,2629.0,199.2,0.08,1997.0,Furnished,14.0,15.0,28.0,2.0,4.0,Medium,Yes,No,"Clubhouse, Playground, Pool, Garden",North,Builder,Under_Construction
4594.0,Tamil Nadu,Coimbatore,Locality_264,Property_Type,4.0,2771.0,278.61,0.1,2014.0,Furnished,17.0,3.0,11.0,2.0,8.0,High,Yes,Yes,Playground,East,Owner,Ready_to_Move
4595.0,Madhya Pradesh,Bhopal,Locality_124,Property_Type,3.0,1371.0,89.54,0.07,1995.0,Furnished,22.0,30.0,30.0,10.0,7.0,Low,No,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Broker,Ready_to_Move
4596.0,Bihar,Gaya,Locality_404,Property_Type,5.0,3451.0,226.3,0.07,1999.0,Unfurnished,28.0,1.0,26.0,1.0,7.0,Low,Yes,Yes,Pool,East,Builder,Under_Construction
4597.0,Rajasthan,Jaipur,Locality_100,Property_Type,1.0,1217.0,373.34,0.31,2019.0,Unfurnished,16.0,9.0,6.0,4.0,6.0,High,Yes,No,"Pool, Clubhouse, Gym, Playground, Garden",South,Owner,Under_Construction
4598.0,Uttarakhand,Haridwar,Locality_12,Property_Type,2.0,3319.0,341.23,0.1,1994.0,Semi-furnished,12.0,20.0,31.0,8.0,10.0,Medium,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",East,Builder,Ready_to_Move
4599.0,Uttarakhand,Dehradun,Locality_4,Property_Type,5.0,3820.0,362.18,0.09,2016.0,Unfurnished,25.0,14.0,9.0,2.0,1.0,Medium,Yes,Yes,"Gym, Clubhouse",West,Broker,Ready_to_Move
4600.0,Rajasthan,Jaipur,Locality_409,Property_Type,4.0,3033.0,382.84,0.13,2007.0,Furnished,1.0,18.0,18.0,5.0,6.0,Low,Yes,No,Gym,North,Owner,Ready_to_Move
4601.0,Karnataka,Mangalore,Locality_454,Property_Type,4.0,4404.0,87.86,0.02,1998.0,Semi-furnished,24.0,28.0,27.0,9.0,7.0,High,No,No,"Playground, Garden, Pool",West,Broker,Ready_to_Move
4602.0,Haryana,Gurgaon,Locality_443,Property_Type,3.0,2286.0,446.88,0.2,2018.0,Unfurnished,28.0,22.0,7.0,9.0,3.0,High,Yes,Yes,"Gym, Clubhouse",West,Owner,Under_Construction
4603.0,Andhra Pradesh,Vishakhapatnam,Locality_481,Property_Type,3.0,2275.0,204.24,0.09,2013.0,Furnished,6.0,22.0,12.0,2.0,9.0,High,Yes,No,Playground,South,Builder,Under_Construction
4604.0,Tamil Nadu,Coimbatore,Locality_42,Property_Type,5.0,4545.0,348.92,0.08,2009.0,Unfurnished,6.0,12.0,16.0,6.0,9.0,High,Yes,No,"Pool, Gym, Clubhouse",East,Broker,Under_Construction
4605.0,Andhra Pradesh,Vijayawada,Locality_327,Property_Type,4.0,2717.0,153.4,0.06,2008.0,Semi-furnished,30.0,13.0,17.0,5.0,8.0,Low,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move
4606.0,Punjab,Amritsar,Locality_229,Property_Type,5.0,4168.0,61.2,0.01,2010.0,Semi-furnished,6.0,29.0,15.0,4.0,2.0,Medium,No,Yes,Gym,North,Builder,Under_Construction
4607.0,Chhattisgarh,Bilaspur,Locality_189,Property_Type,2.0,1879.0,56.4,0.03,2017.0,Unfurnished,24.0,24.0,8.0,4.0,4.0,High,No,No,"Clubhouse, Pool, Garden, Playground",North,Broker,Ready_to_Move
4608.0,Kerala,Trivandrum,Locality_379,Property_Type,5.0,3589.0,170.13,0.05,2001.0,Furnished,8.0,10.0,24.0,10.0,1.0,Low,Yes,No,"Gym, Playground",South,Broker,Ready_to_Move
4609.0,Maharashtra,Nagpur,Locality_51,Property_Type,5.0,3246.0,450.74,0.14,2022.0,Unfurnished,10.0,21.0,3.0,6.0,3.0,High,Yes,No,"Clubhouse, Pool",West,Owner,Under_Construction
4610.0,Assam,Silchar,Locality_88,Property_Type,3.0,4561.0,46.08,0.01,2016.0,Semi-furnished,22.0,4.0,9.0,4.0,2.0,High,No,No,"Playground, Gym",South,Owner,Ready_to_Move
4611.0,Madhya Pradesh,Indore,Locality_408,Property_Type,4.0,2647.0,454.0,0.17,1999.0,Furnished,6.0,1.0,26.0,3.0,9.0,Low,Yes,No,"Gym, Pool, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move
4612.0,Assam,Silchar,Locality_386,Property_Type,3.0,4363.0,494.7,0.11,1998.0,Semi-furnished,27.0,18.0,27.0,1.0,3.0,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
4613.0,Assam,Silchar,Locality_333,Property_Type,1.0,2559.0,90.69,0.04,2019.0,Semi-furnished,3.0,2.0,6.0,5.0,2.0,Low,Yes,Yes,Garden,South,Owner,Under_Construction
4614.0,Bihar,Patna,Locality_67,Property_Type,2.0,3438.0,124.07,0.04,2018.0,Furnished,25.0,5.0,7.0,9.0,8.0,Medium,No,No,"Clubhouse, Garden",West,Builder,Ready_to_Move
4615.0,Odisha,Cuttack,Locality_9,Property_Type,3.0,4050.0,271.66,0.07,2019.0,Furnished,28.0,26.0,6.0,5.0,1.0,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",South,Builder,Under_Construction
4616.0,Karnataka,Mysore,Locality_280,Property_Type,5.0,2217.0,135.86,0.06,2013.0,Furnished,28.0,7.0,12.0,3.0,10.0,Medium,No,Yes,"Garden, Pool, Gym",North,Builder,Under_Construction
4617.0,Kerala,Kochi,Locality_40,Property_Type,5.0,4675.0,223.42,0.05,2009.0,Semi-furnished,28.0,2.0,16.0,10.0,2.0,Low,No,No,Clubhouse,North,Owner,Ready_to_Move
4618.0,Uttar Pradesh,Lucknow,Locality_6,Property_Type,1.0,1975.0,326.45,0.17,1995.0,Furnished,5.0,24.0,30.0,1.0,10.0,Medium,Yes,Yes,"Gym, Clubhouse, Pool, Garden",South,Builder,Ready_to_Move
4619.0,Haryana,Faridabad,Locality_221,Property_Type,4.0,1630.0,412.29,0.25,2020.0,Furnished,13.0,15.0,5.0,9.0,9.0,Medium,No,No,"Pool, Garden, Playground, Gym, Clubhouse",South,Owner,Ready_to_Move
4620.0,Assam,Silchar,Locality_423,Property_Type,5.0,3617.0,371.98,0.1,1991.0,Semi-furnished,28.0,17.0,34.0,6.0,6.0,High,No,Yes,"Pool, Garden",South,Builder,Under_Construction
4621.0,Delhi,New Delhi,Locality_444,Property_Type,2.0,2836.0,440.21,0.16,2006.0,Semi-furnished,5.0,2.0,19.0,10.0,4.0,Medium,No,No,"Gym, Pool",West,Owner,Ready_to_Move
4622.0,Tamil Nadu,Coimbatore,Locality_146,Property_Type,3.0,1341.0,205.79,0.15,2003.0,Furnished,14.0,5.0,22.0,9.0,2.0,Low,No,No,Clubhouse,East,Owner,Ready_to_Move
4623.0,Gujarat,Ahmedabad,Locality_121,Property_Type,4.0,3326.0,21.84,0.01,2020.0,Semi-furnished,1.0,26.0,5.0,7.0,9.0,Medium,Yes,Yes,"Garden, Pool, Clubhouse",South,Broker,Under_Construction
4624.0,Chhattisgarh,Raipur,Locality_149,Property_Type,4.0,4851.0,453.62,0.09,1990.0,Furnished,20.0,29.0,35.0,4.0,2.0,High,Yes,No,"Playground, Pool",West,Builder,Ready_to_Move
